tileID,lon,lat
T01MBU,-179.2030425102,-1.4001343573
T01MBV,-179.2024042232,-0.4964745215
T01MCM,-178.3163303843,-7.7316734903
T01MCN,-178.313626848,-6.8271814216
T01MCP,-178.3112597463,-5.9231971629
T01MCQ,-178.3092232758,-5.0186400476
T01MCR,-178.3075164199,-4.1140572528
T01MCS,-178.3061377885,-3.2099960415
T01MCT,-178.3050840193,-2.3053757273
T01MCU,-178.3043547359,-1.4007435971
T01MCV,-178.3039491851,-0.4966469776
T01MDM,-177.4098358804,-7.7334361583
T01MDN,-177.4089587874,-6.8287280206
T01MDP,-177.4081867505,-5.9245285646
T01MDQ,-177.407517875,-5.0197567597
T01MDR,-177.4069518208,-4.1149598082
T01MDS,-177.4064881317,-3.2106849977
T01MDT,-177.406125676,-2.3058512832
T01MDU,-177.4058643142,-1.4010059783
T01MDV,-177.4057037899,-0.4966964362
T01MEM,-176.5017346267,-7.733349016000001
T01MEN,-176.502800951,-6.828651937299999
T01MEP,-176.5037395537,-5.9244634971
T01MEQ,-176.504552738,-5.0197026836
T01MER,-176.5052409176,-4.1149166977
T01MES,-176.5058046471,-3.2106528257
T01MET,-176.5062453022,-2.3058300411
T01MEU,-176.5065630524,-1.4009956559
T01MEV,-176.5067582096,-0.4966970222
T01MFM,-175.5948221911,-7.731397151800001
T01MFN,-175.5977034276,-6.8269384953
T01MFP,-175.6002255759,-5.9229875121
T01MFQ,-175.602394819,-5.0184635921
T01MFR,-175.6042122388,-4.1139139084
T01MFS,-175.6056793159,-3.2098857201
T01MFT,-175.6067996282,-2.3052983964
T01MFU,-175.6075735744,-1.4006992201
T01MFV,-175.6080019555,-0.4966355136
T01MGM,-174.6888148575,-7.7275238582
T01MGN,-174.6935062767,-6.8235305762
T01MGP,-174.6976078452,-5.920043053899999
T01MGQ,-174.70112961,-5.0159814652
T01MGR,-174.7040733147,-4.1118929295
T01MGS,-174.7064413592,-3.2083246523
T01MGT,-174.7082395145,-2.3041967751
T01MGU,-174.7094684054,-1.4000565233
T01MGV,-174.710129319,-0.4964511619
T01MHM,-173.7828568907,-7.7217292994
T01MHN,-173.7893536974,-6.8184283146
T01MHP,-173.7950305153,-5.9156302315
T01MHQ,-173.7999012357,-5.0122563898
T01MHR,-173.8039682542,-4.1088538281
T01MHS,-173.8072348813,-3.205969672
T01MHT,-173.8097090696,-2.3025252112
T01MHU,-173.8113916659,-1.3990675851
T01MHV,-173.8122844391,-0.4961439729
T01NAA,179.7034350385,0.4076367643
T01NAB,179.7027688239,1.311036214
T01NAC,179.7016583578,2.2138631901
T01NAD,179.7001009424,3.1172221456
T01NAE,179.6980951931,4.0205668852
T01NAF,179.695640244,4.9233512633
T01NAG,179.6927301092,5.826654811600001
T01NAH,179.6893625121,6.7299314154
T01NAJ,179.6855356888,7.6326350526
T01NBA,-179.2023710329,0.408031554
T01NBB,-179.2029565205,1.3122637218
T01NBC,-179.2040871722,2.2159170494
T01NBD,-179.2057657381,3.1201009512
T01NBE,-179.207993774,4.0242681669
T01NBF,-179.2107722005,4.9278714899
T01NBG,-179.2141077976,5.8319908629
T01NBH,-179.2180032125,6.7360791042
T01NBJ,-179.2224604631,7.6395891316
T01NCA,-178.3039268419,0.4081732873000001
T01NCB,-178.3043011259,1.3128304799
T01NCC,-178.3049984143,2.2169208422
T01NCD,-178.3060204042,3.1215425167
T01NCE,-178.3073680367,4.0261481891
T01NCF,-178.3090418769,4.9301905989
T01NCG,-178.3110460124,5.8347504276
T01NCH,-178.3133820333,6.7392804439
T01NCJ,-178.3160511579,7.643233516300001
T01NDA,-177.4056934814,0.408213935
T01NDB,-177.4058442914,1.3130721529
T01NDC,-177.4060956668,2.2173755455
T01NDD,-177.4064482198,3.1222105937
T01NDE,-177.4069022657,4.0270299571
T01NDF,-177.4074580029,4.9312863489
T01NDG,-177.4081167898,5.8360608104
T01NDH,-177.4088791453,6.740806086499999
T01NDJ,-177.4097454731,7.6449750212
T01NEA,-176.5067707422,0.4082144166000001
T01NEB,-176.5065873951,1.3130628914
T01NEC,-176.5062817857,2.2173553715
T01NED,-176.5058531699,3.1221794911
T01NEE,-176.5053011642,4.0269879111
T01NEF,-176.5046255274,4.931233346
T01NEG,-176.5038246083,5.835996819
T01NEH,-176.5028977758,6.740731075800001
T01NEJ,-176.5018445392,7.644888962
T01NFA,-175.6080253629,0.4081638656
T01NFB,-175.6076303606,1.3127893039
T01NFC,-175.6068905644,2.2168467349
T01NFD,-175.6058041741,3.1214354232
T01NFE,-175.604370188,4.0260080585
T01NFF,-175.6025880061,4.9300173845
T01NFG,-175.6004532764,5.8345440268
T01NFH,-175.5979643049,6.7390407581
T01NFJ,-175.5951197946,7.642960450500001
T01NGA,-174.7101635637,0.4080123559
T01NGB,-174.7095575432,1.312191186
T01NGC,-174.7083847562,2.215790007
T01NGD,-174.7066423503,3.1199193093
T01NGE,-174.70432871,4.0240318395
T01NGF,-174.7014428804,4.9275803974
T01NGG,-174.6979778199,5.831644834
T01NGH,-174.6939307791,6.7356779735
T01NGJ,-174.6892996626,7.63913274
T01NHA,-173.8123294855,0.4077598921
T01NHB,-173.8115130653,1.3112685556
T01NHC,-173.8099084707,2.2141852202
T01NHD,-173.8075118031,3.1176311977
T01NHE,-173.8043208382,4.0210593192
T01NHF,-173.8003342727,4.9239224697
T01NHG,-173.7955423888,5.827299347399999
T01NHH,-173.7899413923,6.730642854
T01NHJ,-173.7835284005,7.6334059918
T01PAK,179.6812402492,8.5358452418
T01PAL,179.6764729401,9.4390160092
T01PAM,179.6712310108,10.3416015157
T01PAN,179.6655014816,11.2446812587
T01PAP,179.6592799943,12.1477094643
T01PAQ,179.6525626786,13.050140534
T01PAR,179.6453327011,13.9530539357
T01PAS,179.6375844208,14.855904152
T01PAT,179.6293126613,15.7581458803
T01PBK,-179.2274904916,8.5436008518
T01PBL,-179.2330971337,9.4475672214
T01PBM,-179.239283608,10.3509413424
T01PBN,-179.2460652352,11.254803067
T01PBP,-179.25344719,12.1586055489
T01PBQ,-179.2614340482,13.0618021304
T01PBR,-179.2700458206,13.9654725908
T01PBS,-179.2792892322,14.8690703358
T01PBT,-179.2891704364,15.772049002
T01PCK,-178.3190599439,8.5476903029
T01PCL,-178.3224106895,9.4521037187
T01PCM,-178.3261053279,10.3559268233
T01PCN,-178.3301530172,11.2602402403
T01PCP,-178.3345568538,12.1644970923
T01PCQ,-178.3393195802,13.0681506902
T01PCR,-178.3444531416,13.9722816116
T01PCS,-178.3499615593,14.876343246
T01PCT,-178.3558485173,15.7797892128
T01PDK,-177.4107179039,8.5496486389
T01PDL,-177.4117971799,9.4542798341
T01PDM,-177.4129839303,10.3583216455
T01PDN,-177.4142811008,11.2628550725
T01PDP,-177.4156896861,12.1673332224
T01PDQ,-177.4172105713,13.0712093903
T01PDR,-177.4188475776,13.9755645426
T01PDS,-177.4206019929,14.8798520605
T01PDT,-177.4224750012,15.7835255548
T01PEK,-176.5006623083,8.5495514831
T01PEL,-176.4993501805,9.4541715347
T01PEM,-176.4979073913,10.3582021566
T01PEN,-176.4963303592,11.262724329
T01PEP,-176.4946178752,12.16719116
T01PEQ,-176.4927688631,13.0710559456
T01PER,-176.4907786776,13.9753996323
T01PES,-176.4886457528,14.8796756017
T01PET,-176.4863686495,15.7833374652
T01PFK,-175.5919127574,8.5473837054
