tileID,lon,lat
T12MWV,-110.504552738,-5.0197026836
T12MXA,-109.6042122388,-4.1139139084
T12MXB,-109.6056793159,-3.2098857201
T12MXC,-109.6067996282,-2.3052983964
T12MXD,-109.6075735744,-1.4006992201
T12MXE,-109.6080019555,-0.4966355136
T12MXS,-109.5948221911,-7.731397151800001
T12MXT,-109.5977034276,-6.8269384953
T12MXU,-109.6002255759,-5.9229875121
T12MXV,-109.602394819,-5.0184635921
T12MYA,-108.7040733147,-4.1118929295
T12MYB,-108.7064413592,-3.2083246523
T12MYC,-108.7082395145,-2.3041967751
T12MYD,-108.7094684054,-1.4000565233
T12MYE,-108.710129319,-0.4964511619
T12MYS,-108.6888148575,-7.7275238582
T12MYT,-108.6935062767,-6.8235305762
T12MYU,-108.6976078452,-5.920043053899999
T12MYV,-108.70112961,-5.0159814652
T12MZA,-107.8039682542,-4.1088538281
T12MZB,-107.8072348813,-3.205969672
T12MZC,-107.8097090696,-2.3025252112
T12MZD,-107.8113916659,-1.3990675851
T12MZE,-107.8122844391,-0.4961439729
T12MZS,-107.7828568907,-7.7217292994
T12MZT,-107.7893536974,-6.8184283146
T12MZU,-107.7950305153,-5.9156302315
T12MZV,-107.7999012357,-5.0122563898
T12NTF,-113.2023710329,0.408031554
T12NTG,-113.2029565205,1.3122637218
T12NTH,-113.2040871722,2.2159170494
T12NTJ,-113.2057657381,3.1201009512
T12NTK,-113.207993774,4.0242681669
T12NTL,-113.2107722005,4.9278714899
T12NTM,-113.2141077976,5.8319908629
T12NTN,-113.2180032125,6.7360791042
T12NTP,-113.2224604631,7.6395891316
T12NUF,-112.3039268419,0.4081732873000001
T12NUG,-112.3043011259,1.3128304799
T12NUH,-112.3049984143,2.2169208422
T12NUJ,-112.3060204042,3.1215425167
T12NUK,-112.3073680367,4.0261481891
T12NUL,-112.3090418769,4.9301905989
T12NUM,-112.3110460124,5.8347504276
T12NUN,-112.3133820333,6.7392804439
T12NUP,-112.3160511579,7.643233516300001
T12NVF,-111.4056934814,0.408213935
T12NVG,-111.4058442914,1.3130721529
T12NVH,-111.4060956668,2.2173755455
T12NVJ,-111.4064482198,3.1222105937
T12NVK,-111.4069022657,4.0270299571
T12NVL,-111.4074580029,4.9312863489
T12NVM,-111.4081167898,5.8360608104
T12NVN,-111.4088791453,6.740806086499999
T12NVP,-111.4097454731,7.6449750212
T12NWF,-110.5067707422,0.4082144166000001
T12NWG,-110.5065873951,1.3130628914
T12NWH,-110.5062817857,2.2173553715
T12NWJ,-110.5058531699,3.1221794911
T12NWK,-110.5053011642,4.0269879111
T12NWL,-110.5046255274,4.931233346
T12NWM,-110.5038246083,5.835996819
T12NWN,-110.5028977758,6.740731075800001
T12NWP,-110.5018445392,7.644888962
T12NXF,-109.6080253629,0.4081638656
T12NXG,-109.6076303606,1.3127893039
T12NXH,-109.6068905644,2.2168467349
T12NXJ,-109.6058041741,3.1214354232
T12NXK,-109.604370188,4.0260080585
T12NXL,-109.6025880061,4.9300173845
T12NXM,-109.6004532764,5.8345440268
T12NXN,-109.5979643049,6.7390407581
T12NXP,-109.5951197946,7.642960450500001
T12NYF,-108.7101635637,0.4080123559
T12NYG,-108.7095575432,1.312191186
T12NYH,-108.7083847562,2.215790007
T12NYJ,-108.7066423503,3.1199193093
T12NYK,-108.70432871,4.0240318395
T12NYL,-108.7014428804,4.9275803974
T12NYM,-108.6979778199,5.831644834
T12NYN,-108.6939307791,6.7356779735
T12NYP,-108.6892996626,7.63913274
T12NZF,-107.8123294855,0.4077598921
T12NZG,-107.8115130653,1.3112685556
T12NZH,-107.8099084707,2.2141852202
T12NZJ,-107.8075118031,3.1176311977
T12NZK,-107.8043208382,4.0210593192
T12NZL,-107.8003342727,4.9239224697
T12NZM,-107.7955423888,5.827299347399999
T12NZN,-107.7899413923,6.730642854
T12NZP,-107.7835284005,7.6334059918
T12PTA,-113.2700458206,13.9654725908
T12PTB,-113.2792892322,14.8690703358
T12PTC,-113.2891704364,15.772049002
T12PTQ,-113.2274904916,8.5436008518
T12PTR,-113.2330971337,9.4475672214
T12PTS,-113.239283608,10.3509413424
T12PTT,-113.2460652352,11.254803067
T12PTU,-113.25344719,12.1586055489
T12PTV,-113.2614340482,13.0618021304
T12PUA,-112.3444531416,13.9722816116
T12PUB,-112.3499615593,14.876343246
T12PUC,-112.3558485173,15.7797892128
T12PUQ,-112.3190599439,8.5476903029
T12PUR,-112.3224106895,9.4521037187
T12PUS,-112.3261053279,10.3559268233
T12PUT,-112.3301530172,11.2602402403
T12PUU,-112.3345568538,12.1644970923
T12PUV,-112.3393195802,13.0681506902
T12PVA,-111.4188475776,13.9755645426
T12PVB,-111.4206019929,14.8798520605
T12PVC,-111.4224750012,15.7835255548
T12PVQ,-111.4107179039,8.5496486389
T12PVR,-111.4117971799,9.4542798341
T12PVS,-111.4129839303,10.3583216455
T12PVT,-111.4142811008,11.2628550725
T12PVU,-111.4156896861,12.1673332224
T12PVV,-111.4172105713,13.0712093903
T12PWA,-110.4907786776,13.9753996323
T12PWB,-110.4886457528,14.8796756017
T12PWC,-110.4863686495,15.7833374652
T12PWQ,-110.5006623083,8.5495514831
T12PWR,-110.4993501805,9.4541715347
T12PWS,-110.4979073913,10.3582021566
T12PWT,-110.4963303592,11.262724329
T12PWU,-110.4946178752,12.16719116
T12PWV,-110.4927688631,13.0710559456
T12PXA,-109.5648361955,13.9717701333
T12PXB,-109.5589614175,14.8757968225
T12PXC,-109.5526826654,15.7792075878
T12PXQ,-109.5919127574,8.5473837054
T12PXR,-109.588340744,9.451763441
T12PXS,-109.5844016945,10.3555527201
T12PXT,-109.580085846,11.2598321081
T12PXU,-109.5753898976,12.1640547302
T12PXV,-109.5703109265,13.0676738994
T12PYA,-108.6398491003,13.9646214545
T12PYB,-108.6302425496,14.8681613331
T12PYC,-108.6199730061,15.7710817067
T12PYQ,-108.6840731024,8.5430889463
T12PYR,-108.6782471138,9.4469995545
T12PYS,-108.671818354,10.3503176717
T12PYT,-108.6647709037,11.2541230539
T12PYU,-108.6570993869,12.1578688586
T12PYV,-108.6487990504,13.0610084324
T12PZA,-107.714963082,13.9539541177
T12PZB,-107.7016352688,14.8567697373
T12PZC,-107.6873863038,15.7589605177
T12PZQ,-107.7762876882,8.5366674006
T12PZR,-107.7682137513,9.4398801082
T12PZS,-107.7593019813,10.3424972883
T12PZT,-107.7495303348,11.2455974933
T12PZU,-107.7388913836,12.1486339294
T12PZV,-107.7273785685,13.0510599931
T12QTD,-113.299714555,16.6754882751
T12QTE,-113.3109301486,17.5788418647
T12QTF,-113.322825246,18.4815637506
T12QTG,-113.335430631,19.3847335031
T12QTH,-113.3487570768,20.2878051825
T12QTJ,-113.3628148823,21.1902331557
T12QTK,-113.3776412034,22.0930968532
T12QTL,-113.3932495193,22.9958507271
T12QTM,-113.4096529176,23.8979495689
T12QUD,-112.3621289999,16.6837000315
T12QUE,-112.3688081244,17.5875294146
T12QUF,-112.3758906948,18.4907313438
T12QUG,-112.3833950643,19.3943862681
T12QUH,-112.3913276722,20.2979482749
T12QUJ,-112.3996946792,21.2008717582
T12QUK,-112.4085182324,22.104237083
T12QUL,-112.4178063887,23.0074987595
T12QUM,-112.4275669764,23.9101116383
T12QVD,-111.4244713799,16.6876659506
T12QVE,-111.4265927655,17.5917269613
T12QVF,-111.4288406981,18.4951625695
T12QVG,-111.4312210173,19.3990536512
T12QVH,-111.4337357806,20.3028543068
T12QVJ,-111.4363869603,21.2060189428
T12QVK,-111.4391815945,22.1096283784
T12QVL,-111.4421222566,23.0131371517
T12QVM,-111.4452114513,23.9160001414
T12QWD,-110.4839415596,16.6874661271
T12QWE,-110.4813624937,17.5915153009
T12QWF,-110.4786295796,18.4949389692
T12QWG,-110.4757357179,19.3988179862
T12QWH,-110.4726784073,20.3026064516
T12QWJ,-110.4694552502,21.2057587715
T12QWK,-110.4660576903,22.1093557418
T12QWL,-110.4624825992,23.0128518995
T12QWM,-110.4587269321,23.9157021217
T12QXD,-109.5459839596,16.6830828859
T12QXE,-109.5388598441,17.586876429
T12QXF,-109.5313051975,18.4900421988
T12QXG,-109.523300446,19.393660578
T12QXH,-109.5148387239,20.297185652
T12QXJ,-109.5059134631,21.2000718128
T12QXK,-109.4965010427,22.103399355
T12QXL,-109.4865928721,23.00662278440001
T12QXM,-109.4761806052,23.9091969472
T12QYD,-108.6090143636,16.674462157
T12QYE,-108.5973577283,17.5777563935
T12QYF,-108.5849947593,18.4804183954
T12QYG,-108.5718934659,19.3835276237
T12QYH,-108.5580426556,20.2865381351
T12QYJ,-108.5434316292,21.1889042933
T12QYK,-108.5280217738,22.0917054121
T12QYL,-108.5117990857,22.9943959365
T12QYM,-108.4947499686,23.89643065050002
T12QZD,-107.6721800119,16.6616047393
T12QZE,-107.6560041023,17.5641561082
T12QZF,-107.6388470582,18.4660686007
T12QZG,-107.6206645462,19.3684203067
T12QZH,-107.6014411007,20.2706652415
T12QZJ,-107.5811619484,21.172257727
T12QZK,-107.55977358,22.0742756192
T12QZL,-107.5372566489,22.9761732727
T12QZM,-107.5135923837,23.8774053805
T12RTN,-113.4268958344,24.800472642
T12RTP,-113.4449950996,25.7028748241
T12RTQ,-113.4639672692,26.6046113617
T12RTR,-113.4838652192,27.5067613191
T12RTS,-113.5047099737,28.4087800255
T12RTT,-113.5265224507,29.3101232034
T12RTU,-113.5493654512,30.2118696809
T12RTV,-113.5732653026,31.1134752538
T12RUN,-112.4378264802,24.8131559861
T12RUP,-112.4485949613,25.7160867786
T12RUQ,-112.4598823232,26.6183593619
T12RUR,-112.4717200827,27.5210538887
T12RUS,-112.484120811,28.4236258364
T12RUT,-112.4970970237,29.3255310792
T12RUU,-112.5106861585,30.2278496385
T12RUV,-112.5249039634,31.1300375223
T12RVN,-111.4484575888,24.8192981018
T12RVP,-111.451863883,25.72248605540001
T12RVQ,-111.4554335018,26.6250193962
T12RVR,-111.4591764504,27.5279788055
T12RVS,-111.4630967454,28.4308198318
T12RVT,-111.4671983906,29.3329984226
T12RVU,-111.4714932712,30.2355951782
T12RVV,-111.4759864212,31.1380662091
T12RWN,-110.4547804642,24.8189871379
T12RWP,-110.450639289,25.7221619685
T12RWQ,-110.4462995551,26.6246820049
T12RWR,-110.4417490992,27.5276279018
T12RWS,-110.4369830385,28.43045520400001
T12RWT,-110.4319965057,29.3326198554
T12RWU,-110.4267750518,30.235202427
T12RWV,-110.4213125576,31.1376590241
T12RXN,-109.4652359943,24.8122020345
T12RXP,-109.4537483119,25.7150930147
T12RXQ,-109.4417069992,26.6173252263
T12RXR,-109.4290784416,27.5199787402
T12RXS,-109.4158492353,28.4225090225
T12RXT,-109.4020060373,29.3243719361
T12RXU,-109.3875089176,30.2266474124
T12RXV,-109.3723410866,31.1287914436
T12RYN,-108.4768282443,24.7988886925
T12RYP,-108.4580164282,25.701224928
T12RYQ,-108.438297321,26.6028945908
T12RYR,-108.4176159745,27.5049766098
T12RYS,-108.3959505473,28.4069262955
T12RYT,-108.3732793091,29.3081993516
T12RYU,-108.3495369991,30.2098744573
T12RYV,-108.3246962674,31.1114073821
T12RZN,-107.4887167979,24.7790495155
T12RZP,-107.4626057425,25.6805603913
T12STA,-113.5982484659,32.0143961315
T12STB,-113.6243895793,32.9157108607
T12STC,-113.6517217437,33.8168757075
T12STD,-113.6802785356,34.7173473653
T12STE,-113.7101489146,35.6182040441
T12STF,-113.7413747211,36.5189024684
T12STG,-113.7739987623,37.418899797
T12STH,-113.8081275796,38.3192738333
T12STJ,-113.843814413,39.2194817294
T12SUA,-112.5397662743,32.0315511587
T12SUB,-112.5553175974,32.9334704167
T12SUC,-112.5715777395,33.8352518574
T12SUD,-112.5885668026,34.7363524788
T12SUE,-112.6063378511,35.6378519743
T12SUF,-112.6249159335,36.5392074697
T12SUG,-112.6443266897,37.4398765406
T12SUH,-112.664633701,38.3409386756
T12SUJ,-112.685868858,39.2418515665
T12SVA,-111.4806829081,32.0398680485
T12SVB,-111.4855968655,32.9420812074
T12SVC,-111.4907346287,33.8441623888
T12SVD,-111.4961026341,34.7455687377
T12SVE,-111.5017177421,35.6473806672
T12SVF,-111.5075879709,36.5490554965
T12SVG,-111.5137215365,37.4500510023
T12SVH,-111.5201386563,38.3514474903
T12SVJ,-111.5268495487,39.2527029132
T12SWA,-110.4156028625,32.0394461748
T12SWB,-110.4096287843,32.9416443574
T12SWC,-110.4033826217,33.843710268
T12SWD,-110.3968565503,34.7451010441
T12SWE,-110.390030073,35.6468970626
T12SWF,-110.3828934427,36.5485556328
T12SWG,-110.3754366719,37.4495345215
T12SWH,-110.3676351825,38.3509139931
T12SWJ,-110.3594765529,39.2521519872
T12SXA,-109.3564856614,32.0302604412
T12SXB,-109.3398951746,32.9321341748
T12SXC,-109.3225485094,33.8338691831
T12SXD,-109.304424236,34.7349224412
T12SXE,-109.2854657611,35.6363735311
T12SXF,-109.2656463812,36.537679548
T12SXG,-109.2449387638,37.4382980363
T12SXH,-109.2232751028,38.3393083576
T12SXJ,-109.2006214022,39.2401681634
T12SYA,-108.2987296263,32.012254308
T12SYB,-108.2715595162,32.9134936168
T12SYC,-108.243151552,33.8145815379
T12SYD,-108.2134708558,34.7149747268
T12SYE,-108.1824249896,35.6157512083
T12SYF,-108.1499704916,36.516367657
T12SYG,-108.1160628977,37.4162811799
T12SYH,-108.0805915054,38.3165693702
T12SYJ,-108.0435010146,39.2166893127
T12TTK,-113.881114179,40.1189810702
T12TTL,-113.9201553351,41.0188491628
T12TTM,-113.9610061668,41.9185435307
T12TUK,-112.7080650723,40.1420733623
T12TUL,-112.7312990474,41.0426833104
T12TUM,-112.7556117137,41.9431396573
T12TUN,-112.781045648,42.8429011065
T12TUP,-112.8076941964,43.7430466182
T12TUQ,-112.8356103894,44.6430349651
T12TUR,-112.8648498279,45.5423253694
T12TUS,-112.8955273377,46.4419964421
T12TUT,-112.9277123868,47.3415074328
T12TVK,-111.5338647695,40.1532756916
T12TVL,-111.5412087336,41.0542460139
T12TVM,-111.5488945707,41.9550724756
T12TVN,-111.5569359521,42.8552141464
T12TVP,-111.5653626274,43.7557510854
T12TVQ,-111.5741916306,44.6561425323
T12TVR,-111.583440839,45.55584820250001
T12TVS,-111.5931469039,46.4559480111
T12TVT,-111.6033321738,47.3559018345
T12TWK,-110.3509479512,40.1527069109
T12TWL,-110.3420196969,41.0536589052
T12TWM,-110.3326758296,41.9544665479
T12TWN,-110.3228997303,42.8545888907
T12TWP,-110.3126552336,43.7551059372
T12TWQ,-110.3019216332,44.6554769037
T12TWR,-110.2906771977,45.555161481
T12TWS,-110.2788773722,46.45523951869999
T12TWT,-110.2664949904,47.3551708617
T12TXK,-109.17694258,40.1403355597
T12TXL,-109.1521568405,41.0408896482
T12TXM,-109.1262205547,41.9412886209
T12TXN,-109.0990883409,42.8409911241
T12TXP,-109.0706606631,43.7410759471
T12TXQ,-109.0408809992,44.6410017899
T12TXR,-109.0096900903,45.5402277978
T12TXS,-108.9769655076,46.4398323789
T12TXT,-108.9426332158,47.3392746852
T12TYK,-108.0047343867,40.1160985221
T12TYL,-107.9641581546,41.0158740635
T12TYM,-107.9217013952,41.9154733705
T12TYN,-107.8772903738,42.8143542931
T12TYP,-107.830762788,43.7135932411
T12TYQ,-107.7820268275,44.6126479
T12TYR,-107.7309862883,45.5109763434
T12TYS,-107.6774417059,46.4096541545
T12TYT,-107.6212729346,47.30813912339999
T12UUA,-113.0342747199,50.0385321827
T12UUB,-113.0734954382,50.9368554494
T12UUC,-113.1148116535,51.8355538161
T12UUD,-113.1583475049,52.7340872085
T12UUE,-113.2042364563,53.63191590570001
T12UUF,-113.2527117868,54.53011680990001
T12UUG,-113.3039436316,55.42814994179999
T12UUU,-112.9614783965,48.240318023
T12UUV,-112.9969684496,49.1395063904
T12UVA,-111.6370720538,50.05434923239999
T12UVB,-111.6494970961,50.95318170840001
T12UVC,-111.6625901653,51.8524093156
T12UVD,-111.6763913577,52.7514931344
T12UVE,-111.690943833,53.6498946892
T12UVF,-111.7063225436,54.5486933237
T12UVG,-111.7225825825,55.44735065560001
T12UVU,-111.6140202939,48.2551700203
T12UVV,-111.625257018,49.15483232139999
T12UWA,-110.2254770844,50.0535460835
T12UWB,-110.2103719013,50.9523527419
T12UWC,-110.1944546332,51.8515535248
T12UWD,-110.1776765418,52.7506094556
T12UWE,-110.1599851662,53.6489819964
T12UWF,-110.1412893964,54.5477503687
T12UWG,-110.1215222674,55.4463761108
T12UWU,-110.2535013102,48.2544158247
T12UWV,-110.2398407119,49.1540540812
T12UXA,-108.8289647803,50.0360787338
T12UXB,-108.7871299409,50.9343229882
T12UXC,-108.7430607248,51.8329392255
T12UXD,-108.6966248642,52.731387191
T12UXE,-108.6476801668,53.6291269695
T12UXF,-108.5959780056,54.5272350831
T12UXG,-108.5413371349,55.4251713032
T12UXU,-108.9066149713,48.23801429420001
T12UXV,-108.8687582336,49.1371291386
T12UYA,-107.4353560445,50.0018669971
T12UYB,-107.3669500937,50.8990099728
T12UYC,-107.2949022775,51.7964814929
T12UYD,-107.2189984756,52.69373879460001
T12UYE,-107.139008667,53.5902392594
T12UYU,-107.5623530731,48.2058893812
T12UYV,-107.5004338497,49.1039794469
T12VUH,-113.3581166478,56.32547560060001
T12VUJ,-113.4155379194,57.2231697077
T12VUK,-113.4764454651,58.1206920981
T12VUL,-113.5411003341,59.01750276760001
T12VUM,-113.6099171571,59.914676257
T12VUN,-113.6832371597,60.8116717721
T12VUP,-113.7614390152,61.7079484896
T12VUQ,-113.845099775,62.6045789246
T12VUR,-113.9347231984,63.50102092649999
T12VVH,-111.7397838245,56.3453287199
T12VVJ,-111.7580252411,57.2437065864
T12VVK,-111.7773841431,58.1419463359
T12VVL,-111.7979454486,59.0395104285
T12VVM,-111.81984329,59.9374775796
T12VVN,-111.843188911,60.8353102215
T12VVP,-111.8681059783,61.7324711101
T12VVQ,-111.8947820164,62.6300384764
T12VVR,-111.9233820056,63.5274749306
T12VWH,-110.1006110029,56.3443211717
T12VWJ,-110.0784352999,57.24266446359999
T12VWK,-110.0549011911,58.140867956
T12VWL,-110.0299054646,59.0383939868
T12VWM,-110.003285085,59.93632106330001
T12VWN,-109.9749048473,60.834111458
T12VWP,-109.9446144509,61.73122775
T12VWQ,-109.9121859752,62.628747886
T12VWR,-109.877418916,63.5261342413
T12VXH,-108.4835608558,56.32239565820001
T12VXJ,-108.4223219436,57.2199835788
T12VXK,-108.3573668873,58.1173945493
T12VXL,-108.2884176735,59.0140881809
T12VXM,-108.2150325833,59.9111383636
T12VXN,-108.1368482717,60.8080037992
T12VXP,-108.0534615662,61.7041431053
T12VXQ,-107.9642578998,62.6006279053
T12VXR,-107.8687010278,63.4969153047
T12WVA,-112.1035625152,68.0116507669
T12WVB,-112.1493077892,68.9083190457
T12WVC,-112.1992809426,69.8043219665
T12WVD,-112.2541480716,70.7007341072
T12WVE,-112.3146078482,71.5970158103
T12WVS,-111.9540919144,64.4242433212
T12WVT,-111.9871839454,65.3214211746
T12WVU,-112.0229119744,66.2184709942
T12WVV,-112.06156692,67.1148553824
T12WWA,-109.6583921991,68.0100046113
T12WWB,-109.6027863514,68.9065975759
T12WWC,-109.5420422567,69.8025190652
T12WWD,-109.4753505801,70.6988427252
T12WWE,-109.4018625098,71.5950279545
T12WWS,-109.8400872682,64.4228494006
T12WWT,-109.799860215,65.3199704878
T12WWU,-109.7564292407,66.2169596491
T12WWV,-109.7094408265,67.1132790796
T12WXA,-107.2686339388,67.9740687091
T12WXB,-107.1168267544,68.8690012786
T12WXC,-106.9512430684,69.7631255955
T12WXD,-106.7697506755,70.6574942666
T12WXE,-106.5701335867,71.5515452377
T12WXS,-107.7661878234,64.392461967
T12WXT,-107.6558315446,65.2883360227
T12WXU,-107.5368120363,66.1839915782
T12WXV,-107.408192029,67.0788816568
T12XVF,-112.3814979677,72.4926267758
T12XVG,-112.4559729751,73.3886381784
T12XVH,-112.5393213058,74.2845068077
T12XVJ,-112.6331396897,75.1796877086
T12XVK,-112.739635439,76.0752450908
T12XVL,-112.8614459978,76.9706274389
T12XVM,-113.001992373,77.8652786244
T12XVN,-113.1661123659,78.7602465031
T12XVP,-113.3600786581,79.6549579612
T12XVQ,-113.5925954469,80.5488261844
T12XVR,-113.8766638528,81.4428524961
T12XWF,-109.3205604108,72.4905333333
T12XWG,-109.2300417587,73.3864284778
T12XWH,-109.1287416263,74.2821684934
T12XWJ,-109.0147208582,75.1772063673
T12XWK,-108.8852989469,76.0726034642
T12XWL,-108.7372737514,76.9678049777
T12XWM,-108.5664926208,77.8622505986
T12XWN,-108.3670840836,78.7569823356
T12XWP,-108.1314379252,79.651419777
T12XWQ,-107.8489979583,80.5449663042
T12XWR,-107.5040033419,81.4386090072
T12XWS,-107.0736407767,82.3316868604
T12XWT,-106.5225777856,83.2234777183
T12XWU,-105.7915987666,84.1147596038
T12XXF,-106.3497471217,72.4447115756
T13CDK,-107.9078410328,-81.5302468997
T13CDL,-107.617855198,-80.636262562
T13CDM,-107.3808227162,-79.7418911288
T13CDN,-107.1836415785,-78.8477437828
T13CDP,-107.0169161842,-77.952799196
T13CDQ,-106.8742225319,-77.0576312052
T13CDR,-106.7508210983,-76.1628039608
T13CDS,-106.6429577708,-75.267263
T13CDT,-106.5479526578,-74.3715599492
T13CDU,-106.4637075018,-73.4762430144
T13CDV,-106.3884280156,-72.5802452963
T13CEH,-100.460247902,-83.3106796856
T13CEJ,-101.0260837193,-82.4184402864
T13CEK,-101.4661440367,-81.5259619125
T13CEL,-101.8183175577,-80.6323681605
T13CEM,-102.1062381102,-79.7383239504
T13CEN,-102.3457869641,-78.844454631
T13CEP,-102.5483591448,-77.9497495276
T13CEQ,-102.7217481484,-77.0547899236
T13CER,-102.8717056568,-76.16014562
T13CES,-103.0027888858,-75.2647667921
T13CET,-103.1182514394,-74.3692084014
T13CEU,-103.2206411953,-73.4740213142
T13CEV,-103.3121373541,-72.5781409795
T13CFV,-100.326942171,-72.5320781393
T13DDA,-106.3208128332,-71.6841099242
T13DDB,-106.2598002504,-70.78837872
T13DDC,-106.2044205445,-69.8919792404
T13DDD,-106.1539714892,-68.9954509851
T13DDE,-106.1078625393,-68.0993329997
T13DDF,-106.065520465,-67.2025500363
T13DDG,-106.0265359091,-66.3056400006
T13DDH,-105.9905564485,-65.4091407401
T13DDJ,-105.9572192912,-64.511975439
T13DEA,-103.3943205256,-71.6821122246
T13DEB,-103.4684803611,-70.7864782748
T13DEC,-103.535794952,-69.8901680109
T13DED,-103.5971174194,-68.9937218798
T13DEE,-103.6531652527,-68.0976797312
T13DEF,-103.7046349834,-67.2009671265
T13DEG,-103.7520240129,-66.304122537
T13DEH,-103.7957605827,-65.4076843005
T13DEJ,-103.8362855771,-64.5105761283
T13DFA,-100.5496692429,-71.6384115798
T13DFB,-100.7510724541,-70.7449294328
T13DFC,-100.9342283384,-69.8505906299
T13DFD,-101.1013625654,-68.9559571515
T13DFE,-101.2543547489,-68.0615870908
T13DFF,-101.3950458646,-67.1664242512
T13DFG,-101.5247471697,-66.2710198877
T13DFH,-101.6445911808,-65.3759234049
T13DFJ,-101.7557537194,-64.4800703249
T13ECK,-107.9437733664,-63.5881274442
T13ECL,-107.8535907039,-62.692241806
T13ECM,-107.7693722885,-61.7956296027
T13ECN,-107.6906179891,-60.8988327102
T13ECP,-107.6168812846,-60.00239277
T13ECQ,-107.5476415757,-59.1052365686
T13ECR,-107.4825612885,-58.2079046124
T13ECS,-107.4213351035,-57.3109374461
T13ECT,-107.3635853102,-56.41326005949999
T13EDK,-105.9262713435,-63.6146813733
T13EDL,-105.8974905714,-62.7177959675
T13EDM,-105.8706347055,-61.8202414522
T13EDN,-105.8455398744,-60.9225549788
T13EDP,-105.8220600584,-60.02527396719999
T13EDQ,-105.8000263259,-59.12732002280001
T13EDR,-105.7793285726,-58.2292304613
T13EDS,-105.7598673788,-57.3315429416
T13EDT,-105.7415207021,-56.4331786307
T13EEK,-103.8739065594,-63.6133356518
T13EEL,-103.9088933581,-62.7165006095
T13EEM,-103.9415404179,-61.81899359280001
T13EEN,-103.9720468941,-60.9213519865
T13EEP,-104.0005902511,-60.0241134188
T13EEQ,-104.0273758147,-59.12619975310001
T13EER,-104.0525374049,-58.2281484629
T13EES,-104.0761958571,-57.33049735
T13EET,-104.0984995139,-56.4321677722
T13EFK,-101.8590519628,-63.58400628609999
T13EFL,-101.9552046344,-62.6882760793
T13EFM,-102.0450025046,-61.7918103498
T13EFN,-102.128977939,-60.8951517117
T13EFP,-102.207606302,-59.9988424659
T13EFQ,-102.2814420927,-59.1018102072
T13EFR,-102.3508447569,-58.2045959403
T13EFS,-102.4161394318,-57.3077406603
T13EFT,-102.4777285358,-56.41016995319999
T13FCA,-107.2088604657,-53.71974976
T13FCB,-107.1627025733,-52.8213983636
T13FCC,-107.1189682082,-51.92342010050001
T13FCD,-107.0774416675,-51.0247378285
T13FCE,-107.0380014581,-50.1258913194
T13FCF,-107.0005342689,-49.2274207154
T13FCG,-106.964871723,-48.32824820959999
T13FCU,-107.3090772637,-55.5154123223
T13FCV,-107.2575963208,-54.6179343059
T13FDA,-105.6924105229,-53.7377858777
T13FDB,-105.6777722169,-52.8388589679
T13FDC,-105.6639076139,-51.9403284618
T13FDD,-105.650747466,-51.0411149442
T13FDE,-105.6382525127,-50.1417570569
T13FDF,-105.6263861804,-49.2427938913
T13FDG,-105.6150945469,-48.3431458223
T13FDU,-105.7242122925,-55.53467518509999
T13FDV,-105.7078725002,-54.6365706538
T13FEA,-104.1582021211,-53.7368702817
T13FEB,-104.1759978356,-52.8379725193
T13FEC,-104.1928530108,-51.93946999229999
T13FED,-104.2088518227,-51.0402833996
T13FEE,-104.2240419933,-50.14095143909999
T13FEF,-104.2384679794,-49.2420132546
T13FEG,-104.2521953288,-48.3423893121
T13FEU,-104.1195410527,-55.5336974958
T13FEV,-104.1394051304,-54.6356246702
T13FFA,-102.6427483025,-53.7169519238
T13FFB,-102.6919797471,-52.8186898594
T13FFC,-102.7386272541,-51.92079730610001
T13FFD,-102.7829207295,-51.0221974757
T13FFE,-102.8249896183,-50.1234303162
T13FFF,-102.8649546561,-49.22503613389999
T13FFG,-102.9029953335,-48.32593740470001
T13FFU,-102.5358619793,-55.51242403399999
T13FFV,-102.5907683912,-54.61504329
T13FGA,-101.1309494327,-53.67794017030001
T13FGB,-101.211406347,-52.78092317779999
T13FGC,-101.2876547624,-51.88422523
T13FGD,-101.360068024,-50.9867744655
T13FGE,-101.4288556278,-50.08911328610001
T13FGF,-101.4942131098,-49.1917842796
T13FGG,-101.5564323604,-48.29371386279999
T13GBP,-107.9650761127,-42.0059669817
T13GBQ,-107.9240684101,-41.1068293808
T13GBR,-107.8848543898,-40.2069781646
T13GCH,-106.9309239608,-47.4289138511
T13GCJ,-106.8986064494,-46.5299581015
T13GCK,-106.8677854684,-45.6303026423
T13GCL,-106.8383935735,-44.7304879221
T13GCM,-106.8103667962,-43.831054828
T13GCN,-106.7835973807,-42.9309246363
T13GCP,-106.758034071,-42.0306382759
T13GCQ,-106.7336278644,-41.1307371282
T13GCR,-106.7102908599,-40.2301421408
T13GDH,-105.6043486359,-47.4433520737
T13GDJ,-105.5941212184,-46.5439523344
T13GDK,-105.5843695591,-45.6438668005
T13GDL,-105.575071949,-44.7436353125
T13GDM,-105.5662078189,-43.843798184
T13GDN,-105.557742791,-42.943275455
T13GDP,-105.5496603921,-42.0426076034
T13GDQ,-105.5419448887,-41.1423355827
T13GDR,-105.5345682779,-40.2413792939
T13GEH,-104.2652592638,-47.4426188767
T13GEJ,-104.2776928829,-46.5432416759
T13GEK,-104.2895481363,-45.6431779803
T13GEL,-104.3008514129,-44.7429676608
T13GEM,-104.3116277163,-43.8431510597
